date,average fee per tx,txs count,__row_index
2024-03-10T00:00:00.000Z,0.01502855874,423291,314
2024-03-11T00:00:00.000Z,0.01424725143,461432,315
2024-03-12T00:00:00.000Z,0.01260514874,516552,316
2024-03-13T00:00:00.000Z,0.0137294757,490843,317
2024-03-14T00:00:00.000Z,0.01397581342,459430,318
2024-03-15T00:00:00.000Z,0.01402222476,490686,319
2024-03-16T00:00:00.000Z,0.01212787217,616787,320
2024-03-17T00:00:00.000Z,0.01317327383,537995,321
2024-03-18T00:00:00.000Z,0.01277208263,561614,322
2024-03-19T00:00:00.000Z,0.01271425113,594397,323
2024-03-20T00:00:00.000Z,0.01222018574,628605,324
2024-03-21T00:00:00.000Z,0.01303398233,587266,325
2024-03-22T00:00:00.000Z,0.01385780396,541188,326
2024-03-23T00:00:00.000Z,0.01499201498,496093,327
2024-03-24T00:00:00.000Z,0.01400730884,503929,328
2024-03-25T00:00:00.000Z,0.01206879155,644038,329
2024-03-26T00:00:00.000Z,0.01171705733,642856,330
2024-03-27T00:00:00.000Z,0.01166048704,677670,331
2024-03-28T00:00:00.000Z,0.01305444845,627013,332
2024-03-29T00:00:00.000Z,0.01284865468,594484,333
2024-03-30T00:00:00.000Z,0.01372771083,536556,334
2024-03-31T00:00:00.000Z,0.01278887583,560821,335
2024-04-01T00:00:00.000Z,0.0136408485,516397,336
2024-04-02T00:00:00.000Z,0.01354745211,525610,337
2024-04-03T00:00:00.000Z,0.01506813212,451287,338
2024-04-04T00:00:00.000Z,0.01552295281,511844,339
2024-04-05T00:00:00.000Z,0.01346296124,601344,340
2024-04-06T00:00:00.000Z,0.01410171985,536646,341
2024-04-07T00:00:00.000Z,0.01468900473,541840,342
2024-04-08T00:00:00.000Z,0.0149522626,544957,343
2024-04-09T00:00:00.000Z,0.01451689614,596535,344
2024-04-10T00:00:00.000Z,0.01429377192,570762,345
2024-04-11T00:00:00.000Z,0.01372799543,575550,346
2024-04-12T00:00:00.000Z,0.01378182375,625024,347
2024-04-13T00:00:00.000Z,0.0130998103,638446,348
2024-04-14T00:00:00.000Z,0.01306229966,596701,349
2024-04-15T00:00:00.000Z,0.01350674467,561967,350
2024-04-16T00:00:00.000Z,0.01358991903,563619,351
2024-04-17T00:00:00.000Z,0.0137896096,537685,352
2024-04-18T00:00:00.000Z,0.01292374572,591460,353
2024-04-19T00:00:00.000Z,0.01311619803,576191,354
2024-04-20T00:00:00.000Z,0.01300000617,572563,355
2024-04-21T00:00:00.000Z,0.01291474925,592686,356
2024-04-22T00:00:00.000Z,0.01206262897,660339,357
2024-04-23T00:00:00.000Z,0.01107275348,722067,358
2024-04-24T00:00:00.000Z,0.01237049901,672407,359
2024-04-25T00:00:00.000Z,0.01181667413,695780,360
2024-04-26T00:00:00.000Z,0.01149242893,739764,361
2024-04-27T00:00:00.000Z,0.01220855545,664317,362
2024-04-28T00:00:00.000Z,0.01200418698,673072,363
2024-04-29T00:00:00.000Z,0.01179792177,681057,364
2024-04-30T00:00:00.000Z,0.01240850022,698667,365
2024-05-01T00:00:00.000Z,0.01238401359,709061,366
